capability_concern_id,capability_name,problem_concern_id,problem_name,confidence_score,mapping_reason
CONCERN_INQ_1171,Detecting Hidden High-Potential Students,CONCERN_INQ_1171,Hidden Talent Blindness,0.775,"display_label is a capability (""Detecting Hidden High-Potential Students"") whose concern_category is a deficit-state (""Hidden Talent Blindness""); topical overlap 0.25"
CONCERN_INQ_1206,Visibility Into Student Decision-Making Quality,CONCERN_INQ_1206,Decision-Making Visibility Deficit,0.925,"display_label is a capability (""Visibility into Student Decision-Making Quality"") whose concern_category is a deficit-state (""Decision-Making Visibility Deficit""); topical overlap 0.75"
CONCERN_INQ_1270,Visibility Into Learning Retention Across Subjects,CONCERN_INQ_1270,Learning Retention Blindness,0.85,"display_label is a capability (""Visibility into Learning Retention Across Subjects"") whose concern_category is a deficit-state (""Learning Retention Blindness""); topical overlap 0.50"
CONCERN_INT_1642,Understanding of Personal Learning Style,CONCERN_INT_1642,Learning Style Blindness,0.85,"display_label is a capability (""understanding of personal learning style"") whose concern_category is a deficit-state (""Learning Style Blindness""); topical overlap 0.50"
CONCERN_INT_2113,Balancing Academic And Skill-Based Learning,CONCERN_INT_2113,Academic-Skill Balance Difficulty,0.8,"display_label is a capability (""Balancing Academic and Skill-Based Learning"") whose concern_category is a deficit-state (""Academic-Skill Balance Difficulty""); topical overlap 0.33"
CONCERN_INT_2253,Supporting Students With Low Competitive Confidence,CONCERN_INT_2253,Competitive Confidence Deficit,0.9,"display_label is a capability (""Supporting Students with Low Competitive Confidence"") whose concern_category is a deficit-state (""Competitive Confidence Deficit""); topical overlap 0.67"
CONCERN_LAN_1361,Academic Goal Clarity,CONCERN_LAN_1361,Goal Ambiguity,0.775,"display_label is a capability (""academic goal clarity"") whose concern_category is a deficit-state (""Goal Ambiguity""); topical overlap 0.25"
CONCERN_LEA_1009,Confidence During Salary Negotiations in New Domains,CONCERN_LEA_1009,Transition Salary Negotiation Anxiety,0.7429,"display_label is a capability (""Confidence During Salary Negotiations in New Domains"") whose concern_category is a deficit-state (""Transition Salary Negotiation Anxiety""); topical overlap 0.14"
CONCERN_LEA_1043,Balancing Immediate Survival Needs With Long-Term Reinvention,CONCERN_LEA_1043,Survival-vs-Growth Conflict,0.7429,"display_label is a capability (""Balancing Immediate Survival Needs with Long-Term Reinvention"") whose concern_category is a deficit-state (""Survival-vs-Growth Conflict""); topical overlap 0.14"
CONCERN_LEA_1093,Balancing Productivity With Mental Recovery,CONCERN_LEA_1093,Recovery Deficit Stress,0.775,"display_label is a capability (""Balancing Productivity with Mental Recovery"") whose concern_category is a deficit-state (""Recovery Deficit Stress""); topical overlap 0.25"
CONCERN_LEA_1191,Institutional Problem-Solving Capability,CONCERN_LEA_1191,Problem-Solving Visibility Deficit,0.8,"display_label is a capability (""Institutional Problem-Solving Capability"") whose concern_category is a deficit-state (""Problem-Solving Visibility Deficit""); topical overlap 0.33"
CONCERN_LEA_1246,Visibility Into Institutional Time-Management And Productivity Behaviors,CONCERN_LEA_1246,Productivity Habit Blindness,0.75,"display_label is a capability (""Visibility into Institutional Time-Management and Productivity Behaviors"") whose concern_category is a deficit-state (""Productivity Habit Blindness""); topical overlap 0.17"
CONCERN_LEA_1263,Conceptual Understanding Institutionally,CONCERN_LEA_1263,Conceptual Clarity Visibility Weakness,0.775,"display_label is a capability (""Conceptual Understanding Institutionally"") whose concern_category is a deficit-state (""Conceptual Clarity Visibility Weakness""); topical overlap 0.25"
CONCERN_LEA_1276,Detect Teacher-Centered Learning Dominance,CONCERN_LEA_1276,Teacher-Centric Delivery Blindness,0.7,"display_label is a capability (""Detect Teacher-Centered Learning Dominance"") whose concern_category is a deficit-state (""Teacher-Centric Delivery Blindness""); topical overlap 0.00"
CONCERN_LEA_1330,Visibility Into Student Professional Discipline And Reliability,CONCERN_LEA_1330,Professional Discipline Blindness,0.85,"display_label is a capability (""Visibility into Student Professional Discipline and Reliability"") whose concern_category is a deficit-state (""Professional Discipline Blindness""); topical overlap 0.50"
CONCERN_LEA_1365,Adapting to Higher Grades,CONCERN_LEA_1365,Transition Stress,0.7,"display_label is a capability (""adapting to higher grades"") whose concern_category is a deficit-state (""Transition Stress""); topical overlap 0.00"
CONCERN_LEA_1438,Study Discipline,CONCERN_LEA_1438,Discipline Deficit,0.85,"display_label is a capability (""study discipline"") whose concern_category is a deficit-state (""Discipline Deficit""); topical overlap 0.50"
CONCERN_LEA_1497,Awareness About Personal Strengths,CONCERN_LEA_1497,Identity Awareness Gap,0.775,"display_label is a capability (""awareness about personal strengths"") whose concern_category is a deficit-state (""Identity Awareness Gap""); topical overlap 0.25"
CONCERN_LEA_1594,Understanding Personal Motivation Triggers,CONCERN_LEA_1594,Motivation Blind Spot,0.75,"display_label is a capability (""understanding personal motivation triggers"") whose concern_category is a deficit-state (""Motivation Blind Spot""); topical overlap 0.17"
CONCERN_LEA_1602,Identifying Preferred Learning Environments,CONCERN_LEA_1602,Environment Fit Gap,0.7,"display_label is a capability (""identifying preferred learning environments"") whose concern_category is a deficit-state (""Environment Fit Gap""); topical overlap 0.00"
CONCERN_LEA_1613,Reflecting on Collaborative Learning Skills,CONCERN_LEA_1613,Collaboration Awareness Gap,0.7,"display_label is a capability (""reflecting on collaborative learning skills"") whose concern_category is a deficit-state (""Collaboration Awareness Gap""); topical overlap 0.00"
CONCERN_LEA_1671,Decision-Making Skills,CONCERN_LEA_1671,Decision Making,0.97,"display_label is a capability (""Decision-Making Skills"") whose concern_category is a deficit-state (""Decision Making""); topical overlap 1.00"
CONCERN_LEA_1968,Digital Learning Discipline,CONCERN_LEA_1968,Digital Discipline Weakness,0.9,"display_label is a capability (""Digital Learning Discipline"") whose concern_category is a deficit-state (""Digital Discipline Weakness""); topical overlap 0.67"
CONCERN_LEA_1979,Creativity & Innovation Skills,CONCERN_LEA_1979,Creativity Deficit,0.85,"display_label is a capability (""Creativity & Innovation Skills"") whose concern_category is a deficit-state (""Creativity Deficit""); topical overlap 0.50"
CONCERN_LEA_2002,Academic Confidence in STEM Subjects,CONCERN_LEA_2002,STEM Confidence Deficit,0.85,"display_label is a capability (""Academic Confidence in STEM Subjects"") whose concern_category is a deficit-state (""STEM Confidence Deficit""); topical overlap 0.50"
CONCERN_LEA_2048,Learning Ownership During Group Tasks,CONCERN_LEA_2048,Group Ownership Deficit,0.85,"display_label is a capability (""Learning Ownership During Group Tasks"") whose concern_category is a deficit-state (""Group Ownership Deficit""); topical overlap 0.50"
CONCERN_LEA_2091,Intellectual Confidence,CONCERN_LEA_2091,Intellectual Insecurity,0.8,"display_label is a capability (""Intellectual Confidence"") whose concern_category is a deficit-state (""Intellectual Insecurity""); topical overlap 0.33"
CONCERN_LEA_2096,Understanding Interdisciplinary Concepts,CONCERN_LEA_2096,Interdisciplinary Confusion,0.775,"display_label is a capability (""Understanding Interdisciplinary Concepts"") whose concern_category is a deficit-state (""Interdisciplinary Confusion""); topical overlap 0.25"
CONCERN_LEA_2105,Classroom Observation Skills,CONCERN_LEA_2105,Observation Deficit,0.85,"display_label is a capability (""Classroom Observation Skills"") whose concern_category is a deficit-state (""Observation Deficit""); topical overlap 0.50"
CONCERN_LEA_2126,Supporting Students With Weak Communication Skills,CONCERN_LEA_2126,Communication Gap Support Difficulty,0.8,"display_label is a capability (""Supporting Students with Weak Communication Skills"") whose concern_category is a deficit-state (""Communication Gap Support Difficulty""); topical overlap 0.33"
CONCERN_LEA_2134,Handling Students With Weak Academic Motivation,CONCERN_LEA_2134,Academic Motivation Weakness,0.97,"display_label is a capability (""Handling Students with Weak Academic Motivation"") whose concern_category is a deficit-state (""Academic Motivation Weakness""); topical overlap 1.00"
CONCERN_LEA_2175,Supporting Students With Weak Emotional Expression,CONCERN_LEA_2175,Emotional Expression Difficulty,0.9,"display_label is a capability (""Supporting Students with Weak Emotional Expression"") whose concern_category is a deficit-state (""Emotional Expression Difficulty""); topical overlap 0.67"
CONCERN_LEA_2224,Managing Students With Low Confidence in Competitive Discussions,CONCERN_LEA_2224,Competitive Discussion Anxiety,0.76,"display_label is a capability (""Managing Students with Low Confidence in Competitive Discussions"") whose concern_category is a deficit-state (""Competitive Discussion Anxiety""); topical overlap 0.20"
CONCERN_LEA_2296,Managing Students With Weak Emotional Stability During Results & Rankings,CONCERN_LEA_2296,Results Anxiety Instability,0.75,"display_label is a capability (""Managing Students with Weak Emotional Stability During Results & Rankings"") whose concern_category is a deficit-state (""Results Anxiety Instability""); topical overlap 0.17"
CONCERN_LEA_40,Networking Confidence With Faculty & Recruiters,CONCERN_LEA_40,Recruiter Interaction Anxiety,0.7,"display_label is a capability (""Networking Confidence with Faculty & Recruiters"") whose concern_category is a deficit-state (""Recruiter Interaction Anxiety""); topical overlap 0.00"
CONCERN_LEA_553,Balancing Pragmatic Choices With Career Aspirations,CONCERN_LEA_553,Aspiration-Pragmatism Conflict,0.7,"display_label is a capability (""Balancing Pragmatic Choices with Career Aspirations"") whose concern_category is a deficit-state (""Aspiration-Pragmatism Conflict""); topical overlap 0.00"
CONCERN_LEA_604,Handling Workplace Uncertainty,CONCERN_LEA_604,Workplace Uncertainty Anxiety,0.9,"display_label is a capability (""Handling Workplace Uncertainty"") whose concern_category is a deficit-state (""Workplace Uncertainty Anxiety""); topical overlap 0.67"
CONCERN_LEA_635,Balancing Family Responsibilities With Career Growth,CONCERN_LEA_635,Career-Family Balance Stress,0.82,"display_label is a capability (""Balancing Family Responsibilities with Career Growth"") whose concern_category is a deficit-state (""Career-Family Balance Stress""); topical overlap 0.40"
CONCERN_LEA_653,Healthy Habits During Career Growth Phases,CONCERN_LEA_653,Career Growth Lifestyle Imbalance,0.7857,"display_label is a capability (""Healthy Habits During Career Growth Phases"") whose concern_category is a deficit-state (""Career Growth Lifestyle Imbalance""); topical overlap 0.29"
CONCERN_LEA_722,Balance Initiative With Organizational Hierarchy,CONCERN_LEA_722,Initiative-Hierarchy Imbalance,0.9,"display_label is a capability (""Balance Initiative with Organizational Hierarchy"") whose concern_category is a deficit-state (""Initiative-Hierarchy Imbalance""); topical overlap 0.67"
CONCERN_LEA_762,Leading Larger Teams,CONCERN_LEA_762,Large Team Leadership Anxiety,0.7,"display_label is a capability (""Leading Larger Teams"") whose concern_category is a deficit-state (""Large Team Leadership Anxiety""); topical overlap 0.00"
CONCERN_LEA_765,Balancing Operational Work With Strategic Thinking,CONCERN_LEA_765,Tactical Overload Anxiety,0.7,"display_label is a capability (""Balancing Operational Work with Strategic Thinking"") whose concern_category is a deficit-state (""Tactical Overload Anxiety""); topical overlap 0.00"
CONCERN_LEA_782,Inspire Team Ownership,CONCERN_LEA_782,Team Ownership Weakness,0.9,"display_label is a capability (""Inspire Team Ownership"") whose concern_category is a deficit-state (""Team Ownership Weakness""); topical overlap 0.67"
CONCERN_LEA_795,Emotional Detachment During Tough Leadership Calls,CONCERN_LEA_795,Difficult Decision Emotional Overload,0.7375,"display_label is a capability (""Emotional Detachment During Tough Leadership Calls"") whose concern_category is a deficit-state (""Difficult Decision Emotional Overload""); topical overlap 0.13"
CONCERN_LEA_802,Build Strategic Influence Beyond Functional Expertise,CONCERN_LEA_802,Strategic Influence Deficit,0.82,"display_label is a capability (""Build Strategic Influence Beyond Functional Expertise"") whose concern_category is a deficit-state (""Strategic Influence Deficit""); topical overlap 0.40"
