concern_id,concern_name,canonical_type,canonical_entity,confidence_score,reasoning
CONCERN_HOL_1181,Detecting Early Emotional Distress Across Student Populations,Problem,Detecting Early Emotional Distress Across Student Populations,0.78,"problem cue ""distress"""
CONCERN_HOL_1201,Detecting Institutional Burnout Trends Across Students,Outcome,Detecting Institutional Burnout Trends Across Students,0.85,"outcome cue ""burnout"""
CONCERN_HOL_1221,Detecting Institutional Fear of Failure Culture,Outcome,Detecting Institutional Fear of Failure Culture,0.85,"outcome cue ""failure"""
CONCERN_HOL_1241,Detecting Institutional Emotional Exhaustion Cycles,Outcome,Detecting Institutional Emotional Exhaustion Cycles,0.85,"outcome cue ""exhaustion"""
CONCERN_HOL_1260,"Holistic Integration of Institutional Intelligence Across Academics, Wellbeing, Leadership, Motivation, and Future Readiness",Outcome,"Holistic Integration of Institutional Intelligence Across Academics, Wellbeing, Leadership, Motivation, And Future Readiness",0.85,"outcome cue ""readiness"""
CONCERN_HOL_1261,Consistent Learning Quality Across Classrooms,Capability,Consistent Learning Quality Across Classrooms,0.55,"positive polarity, no explicit cue"
CONCERN_HOL_1281,Detecting Learning Delivery Delays Across Academic Cycles,Capability,Detecting Learning Delivery Delays Across Academic Cycles,0.7,"leading action verb ""detecting"" → capability"
CONCERN_HOL_1292,Visibility into Student Attendance Pattern Risks,Risk,Visibility Into Student Attendance Pattern Risks,0.9,"risk cue ""risks"""
CONCERN_HOL_1307,Detecting Institutional Patterns of Student Disengagement,Behavior,Detecting Institutional Patterns of Student Disengagement,0.85,"name head ""disengagement"" → Behavior"
CONCERN_HOL_1317,Real Employability Readiness Across Students,Outcome,Real Employability Readiness Across Students,0.85,"outcome cue ""readiness"""
CONCERN_HOL_1347,Declining academic performance despite effort,Problem,Declining Academic Performance Despite Effort,0.45,no semantic cue; defaulted to Problem
CONCERN_HOL_1524,recognizing limiting beliefs,Problem,Recognizing Limiting Beliefs,0.45,no semantic cue; defaulted to Problem
CONCERN_HOL_201,Identifying Suitable Career Paths,Capability,Identifying Suitable Career Paths,0.7,"leading action verb ""identifying"" → capability"
CONCERN_HOL_2152,Supporting Students with Emotional Recovery After Failure,Outcome,Supporting Students With Emotional Recovery After Failure,0.85,"outcome cue ""failure"""
CONCERN_HOL_2177,Identifying Students Losing Interest in Academics,Capability,Identifying Students Losing Interest in Academics,0.7,"leading action verb ""identifying"" → capability"
CONCERN_HOL_2277,Supporting Students with Weak Emotional Recovery After Public Criticism,Problem,Supporting Students With Weak Emotional Recovery After Public Criticism,0.55,"negative polarity, no explicit cue"
CONCERN_HOL_2302,Students Realizing Errors Too Late During Exams,Problem,Students Realizing Errors Too Late During Exams,0.45,no semantic cue; defaulted to Problem
CONCERN_HOL_2479,Learning Persistence,Capability,Learning Persistence,0.85,"name head ""persistence"" → Capability"
CONCERN_HOL_321,Building Confidence in Independent Skill Experimentation,Capability,Building Confidence in Independent Skill Experimentation,0.75,"capability cue ""confidence"""
CONCERN_HOL_361,Securing Relevant Internships,Problem,Securing Relevant Internships,0.45,no semantic cue; defaulted to Problem
CONCERN_HOL_461,Securing Interviews Despite Qualifications,Problem,Securing Interviews Despite Qualifications,0.45,no semantic cue; defaulted to Problem
CONCERN_HOL_521,Confidence During Career Stagnation,Outcome,Confidence During Career Stagnation,0.85,"outcome cue ""stagnation"""
CONCERN_HOL_561,Consistent Workplace Performance,Capability,Consistent Workplace Performance,0.55,"positive polarity, no explicit cue"
CONCERN_HOL_601,Sudden Role Expansion Without Support,Problem,Sudden Role Expansion Without Support,0.45,no semantic cue; defaulted to Problem
CONCERN_HOL_621,Sustaining High Performance Without Burnout,Outcome,Sustaining High Performance Without Burnout,0.85,"outcome cue ""burnout"""
CONCERN_HOL_661,Adjusting from Campus Culture to Corporate Culture,Problem,Adjusting From Campus Culture to Corporate Culture,0.45,no semantic cue; defaulted to Problem
CONCERN_HOL_681,Workplace Expectations Without Continuous Guidance,Problem,Workplace Expectations Without Continuous Guidance,0.45,no semantic cue; defaulted to Problem
CONCERN_HOL_721,Self-Doubt During Leadership Exposure,Problem,Self-Doubt During Leadership Exposure,0.78,"problem cue ""doubt"""
CONCERN_HOL_761,Transitioning from Execution to Leadership,Capability,Transitioning From Execution to Leadership,0.85,"name head ""leadership"" → Capability"
CONCERN_HOL_781,Emotional Resistance During Leadership Transitions,Behavior,Emotional Resistance During Leadership Transitions,0.8,"behavior cue ""resistance"""
CONCERN_HOL_801,Leadership Fatigue During Organizational Scaling,Outcome,Leadership Fatigue During Organizational Scaling,0.85,"outcome cue ""fatigue"""
CONCERN_HOL_821,Leadership Authenticity Under Organizational Pressure,Problem,Leadership Authenticity Under Organizational Pressure,0.85,"name head ""pressure"" → Problem"
CONCERN_HOL_861,Transitioning from Functional Expert to Strategic Leader,Problem,Transitioning From Functional Expert to Strategic Leader,0.45,no semantic cue; defaulted to Problem
CONCERN_HOL_881,Executive-Level Decision Fatigue,Outcome,Executive-Level Decision Fatigue,0.85,"outcome cue ""fatigue"""
CONCERN_HOL_901,Sustaining Strategic Focus During Rapid Business Expansion,Problem,Sustaining Strategic Focus During Rapid Business Expansion,0.45,no semantic cue; defaulted to Problem
CONCERN_HOL_921,Enterprise Leadership Confidence During Market Volatility,Capability,Enterprise Leadership Confidence During Market Volatility,0.75,"capability cue ""leadership"""
CONCERN_HOL_961,Transitioning from One Industry Culture to Another,Problem,Transitioning From One Industry Culture to Another,0.45,no semantic cue; defaulted to Problem
CONCERN_HOL_981,Emotional Fatigue from Continuous Upskilling,Outcome,Emotional Fatigue From Continuous Upskilling,0.85,"outcome cue ""fatigue"""
CONCERN_IDE_1500,self-confidence despite capability,Capability,Self-confidence Despite Capability,0.85,"name head ""capability"" → Capability"
CONCERN_IDE_1504,clarity about long-term goals,Capability,Clarity About Long-term Goals,0.75,"capability cue ""clarity"""
CONCERN_IDE_1508,curiosity about self-growth,Trait,Curiosity About Self-growth,0.8,"trait cue ""curiosity"""
CONCERN_IDE_1517,Confusion between skill and identity,Problem,Confusion Between Skill And Identity,0.78,"problem cue ""confusion"""
CONCERN_IDE_1527,awareness about personal strengths,Capability,Awareness About Personal Strengths,0.75,"capability cue ""awareness"""
CONCERN_IDE_1542,identifying personal blind spots,Capability,Identifying Personal Blind Spots,0.7,"leading action verb ""identifying"" → capability"
CONCERN_IDE_1578,evaluating personal career readiness,Outcome,Evaluating Personal Career Readiness,0.85,"outcome cue ""readiness"""
CONCERN_INC_1484,Students struggling with networking confidence,Capability,Students Struggling With Networking Confidence,0.85,"name head ""confidence"" → Capability"
CONCERN_INC_1488,listening skills affecting leadership growth,Capability,Listening Skills Affecting Leadership Growth,0.75,"capability cue ""skills"""
CONCERN_IND_1458,resilience under competitive environments,Trait,Resilience Under Competitive Environments,0.8,"trait cue ""resilience"""
CONCERN_INN_1342,Visibility into Student Decision-Making Quality for Career Choices,Capability,Visibility Into Student Decision-Making Quality For Career Choices,0.75,"capability cue ""visibility"""
CONCERN_INN_1375,decision-making regarding subject streams,Problem,Decision-making Regarding Subject Streams,0.45,no semantic cue; defaulted to Problem
CONCERN_INQ_1171,Detecting Hidden High-Potential Students,Capability,Detecting Hidden High-Potential Students,0.7,"leading action verb ""detecting"" → capability"
CONCERN_INQ_1206,Visibility into Student Decision-Making Quality,Capability,Visibility Into Student Decision-Making Quality,0.75,"capability cue ""visibility"""
CONCERN_INQ_1230,Visibility into School-Wide Emotional Dependency Patterns,Trait,Visibility Into School-Wide Emotional Dependency Patterns,0.8,"trait cue ""dependency"""
CONCERN_INQ_1254,Visibility into Institutional Emotional Recovery After Failure,Outcome,Visibility Into Institutional Emotional Recovery After Failure,0.85,"outcome cue ""failure"""
CONCERN_INQ_1270,Visibility into Learning Retention Across Subjects,Capability,Visibility Into Learning Retention Across Subjects,0.75,"capability cue ""visibility"""
CONCERN_INS_1277,Classroom Emotional Safety During Learning,Problem,Classroom Emotional Safety During Learning,0.45,no semantic cue; defaulted to Problem
CONCERN_INT_1312,Detect Future Readiness Gaps Across Students,Outcome,Detect Future Readiness Gaps Across Students,0.85,"outcome cue ""readiness"""
CONCERN_INT_1429,leadership and team collaboration,Capability,Leadership And Team Collaboration,0.85,"name head ""collaboration"" → Capability"
CONCERN_INT_1642,understanding of personal learning style,Capability,Understanding of Personal Learning Style,0.75,"capability cue ""understanding"""
CONCERN_INT_1723,Curiosity in STEM Learning,Trait,Curiosity in STEM Learning,0.8,"trait cue ""curiosity"""
CONCERN_INT_2037,Retaining Formula-Based Concepts,Problem,Retaining Formula-Based Concepts,0.45,no semantic cue; defaulted to Problem
CONCERN_INT_2097,Strategic Preparation for Exams,Problem,Strategic Preparation For Exams,0.45,no semantic cue; defaulted to Problem
CONCERN_INT_2113,Balancing Academic and Skill-Based Learning,Capability,Balancing Academic And Skill-Based Learning,0.75,"capability cue ""skill"""
CONCERN_INT_2158,Emotionally Reactive Students,Problem,Emotionally Reactive Students,0.45,no semantic cue; defaulted to Problem
CONCERN_INT_2217,Students with Fear of Mathematics,Problem,Students With Fear of Mathematics,0.78,"problem cue ""fear"""
CONCERN_INT_2253,Supporting Students with Low Competitive Confidence,Capability,Supporting Students With Low Competitive Confidence,0.85,"name head ""confidence"" → Capability"
CONCERN_INT_2291,Helping Students Build Sustainable Study Habits,Problem,Helping Students Build Sustainable Study Habits,0.45,no semantic cue; defaulted to Problem
CONCERN_LAN_1361,academic goal clarity,Capability,Academic Goal Clarity,0.85,"name head ""clarity"" → Capability"
CONCERN_LEA_1009,Confidence During Salary Negotiations in New Domains,Capability,Confidence During Salary Negotiations in New Domains,0.75,"capability cue ""confidence"""
CONCERN_LEA_1031,Emotional Spillover from Professional Instability,Outcome,Emotional Spillover From Professional Instability,0.85,"outcome cue ""spillover"""
CONCERN_LEA_1039,Emotional Optimism During Reinvention,Problem,Emotional Optimism During Reinvention,0.45,no semantic cue; defaulted to Problem
CONCERN_LEA_1043,Balancing Immediate Survival Needs with Long-Term Reinvention,Capability,Balancing Immediate Survival Needs With Long-Term Reinvention,0.7,"leading action verb ""balancing"" → capability"
CONCERN_LEA_1057,Emotional Fear of Permanent Career Failure,Outcome,Emotional Fear of Permanent Career Failure,0.85,"outcome cue ""failure"""
CONCERN_LEA_1073,Emotional Fatigue from Continuous Deadlines,Outcome,Emotional Fatigue From Continuous Deadlines,0.85,"outcome cue ""fatigue"""
CONCERN_LEA_1087,Emotional Reactions to Peer Success,Outcome,Emotional Reactions to Peer Success,0.85,"outcome cue ""success"""
CONCERN_LEA_1093,Balancing Productivity with Mental Recovery,Capability,Balancing Productivity With Mental Recovery,0.7,"leading action verb ""balancing"" → capability"
CONCERN_LEA_1096,Professional Networking Environments,Problem,Professional Networking Environments,0.45,no semantic cue; defaulted to Problem
CONCERN_LEA_1117,Curiosity and Innovation in Routine Roles,Trait,Curiosity And Innovation in Routine Roles,0.8,"trait cue ""curiosity"""
CONCERN_LEA_1123,Emotional Reactions to Sudden Organizational Changes,Problem,Emotional Reactions to Sudden Organizational Changes,0.45,no semantic cue; defaulted to Problem
CONCERN_LEA_1129,Emotional Anxiety Around Future Career Direction,Problem,Emotional Anxiety Around Future Career Direction,0.78,"problem cue ""anxiety"""
CONCERN_LEA_1135,Productivity During Emotional Stress,Problem,Productivity During Emotional Stress,0.85,"name head ""stress"" → Problem"
CONCERN_LEA_1149,Emotional Exhaustion from Constant Problem-Solving,Outcome,Emotional Exhaustion From Constant Problem-Solving,0.85,"outcome cue ""exhaustion"""
CONCERN_LEA_1167,Real Learning Beyond Marks,Problem,Real Learning Beyond Marks,0.45,no semantic cue; defaulted to Problem
CONCERN_LEA_1191,Institutional Problem-Solving Capability,Capability,Institutional Problem-Solving Capability,0.85,"name head ""capability"" → Capability"
CONCERN_LEA_1209,Teacher Adaptability to New Pedagogies,Trait,Teacher Adaptability to New Pedagogies,0.8,"trait cue ""adaptability"""
CONCERN_LEA_1229,Institutional Innovation Readiness,Outcome,Institutional Innovation Readiness,0.85,"outcome cue ""readiness"""
CONCERN_LEA_1237,Institutional Readiness for Future Careers,Outcome,Institutional Readiness For Future Careers,0.85,"outcome cue ""readiness"""
CONCERN_LEA_1246,Visibility into Institutional Time-Management and Productivity Behaviors,Capability,Visibility Into Institutional Time-Management And Productivity Behaviors,0.75,"capability cue ""visibility"""
CONCERN_LEA_1259,Institutional Balance Between Excellence and Wellbeing,Problem,Institutional Balance Between Excellence And Wellbeing,0.45,no semantic cue; defaulted to Problem
CONCERN_LEA_1263,Conceptual Understanding Institutionally,Capability,Conceptual Understanding Institutionally,0.75,"capability cue ""understanding"""
CONCERN_LEA_1276,Detect Teacher-Centered Learning Dominance,Capability,Detect Teacher-Centered Learning Dominance,0.7,"leading action verb ""detect"" → capability"
CONCERN_LEA_1283,Instructional Quality During Faculty Turnover,Problem,Instructional Quality During Faculty Turnover,0.45,no semantic cue; defaulted to Problem
CONCERN_LEA_1309,Student Cognitive Fatigue Patterns,Outcome,Student Cognitive Fatigue Patterns,0.85,"outcome cue ""fatigue"""
