bridge_tag,concern_count,classification,rank,candidate_family,domain,family_signal_count,similarity,shared_tokens,example_signals,relationship_path
ACADEMIC_COGNITIVE,140,GREEN,1,"learning_processing_signals","Cognitive Intelligence",40,0.2932,"comprehension concept retention process cognitive conceptual","Applied Learning Effectiveness | Conceptual Processing Depth | Stable Comprehension Under Complexity | Continuous Learning Optimization | Processing Stability Under Pressure","ACADEMIC_COGNITIVE -> Cognitive Intelligence -> learning_processing_signals"
STUDENT_REGULATION,1,GREEN,1,"academic_confidence_signals","Learning Intelligence",40,0.2387,"academic","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","STUDENT_REGULATION -> Learning Intelligence -> academic_confidence_signals"
STUDENT_REGULATION,1,GREEN,2,"learning_resilience_signals","Learning Intelligence",40,0.214,"academic dur emotional","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","STUDENT_REGULATION -> Learning Intelligence -> learning_resilience_signals"
STUDENT_REGULATION,1,GREEN,3,"emotional_reactivity_signals","Emotional Intelligence",40,0.1735,"outburst emotional stres","Emotional Collapse Tendency | Panic Reactivity | Emotional Flooding Reactivity | Emotional Performance Breakdown | Emotional Volatility","STUDENT_REGULATION -> Emotional Intelligence -> emotional_reactivity_signals"
MOTIVATION_DEVELOPMENT,1,YELLOW,1,"dependency_behavior_signals","Behavioral Intelligence",40,0.1636,"external dependency motivation","Learned Helplessness Behavior | Fear Based Dependency | Approval Based Identity | Dependency Fueled Self Doubt | Dependency Reinforced Insecurity","MOTIVATION_DEVELOPMENT -> Behavioral Intelligence -> dependency_behavior_signals"
MOTIVATION_DEVELOPMENT,1,YELLOW,2,"reward_dependency_signals","Motivational Intelligence",40,0.1619,"external dependency motivation","Intrinsic Motivation Deficiency | Reward Based Identity Validation | Intrinsic Drive Suppression | Motivational Instability Without Rewards | Motivational Drop After Reward Removal","MOTIVATION_DEVELOPMENT -> Motivational Intelligence -> reward_dependency_signals"
MOTIVATION_DEVELOPMENT,1,YELLOW,3,"guidance_dependency_signals","Career Intelligence",40,0.1316,"external dependency motivation","Career Identity Confusion Under Influence | Indecisive Career Navigation | Fear Of Independent Career Choice | Fear Of Wrong Career Choice | Independent Decision Avoidance","MOTIVATION_DEVELOPMENT -> Career Intelligence -> guidance_dependency_signals"
CLASSROOM_ADAPTATION,1,YELLOW,1,"learning_engagement_signals","Learning Intelligence",40,0.1606,"ask classroom","Resilient Learning Attention | Immersive Learning Focus | Self Initiated Learning Behavior | Cognitive Presence During Learning | Deep Topic Exploration","CLASSROOM_ADAPTATION -> Learning Intelligence -> learning_engagement_signals"
CLASSROOM_ADAPTATION,1,YELLOW,2,"fear_signals","Emotional Intelligence",40,0.1379,"fear","Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear","CLASSROOM_ADAPTATION -> Emotional Intelligence -> fear_signals"
CLASSROOM_ADAPTATION,1,YELLOW,3,"communication_anxiety_signals","Communication Intelligence",41,0.1289,"fear doubt","Chronic Communication Paralysis | Interview Communication Stress | Communication Shutdown Response | Public Speaking Fear | Communication Avoidance Behavior","CLASSROOM_ADAPTATION -> Communication Intelligence -> communication_anxiety_signals"
ADAPTABILITY_GUIDANCE,1,GREEN,1,"academic_confidence_signals","Learning Intelligence",40,0.2858,"academic adaptability","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","ADAPTABILITY_GUIDANCE -> Learning Intelligence -> academic_confidence_signals"
ADAPTABILITY_GUIDANCE,1,GREEN,2,"learning_resilience_signals","Learning Intelligence",40,0.1854,"academic","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","ADAPTABILITY_GUIDANCE -> Learning Intelligence -> learning_resilience_signals"
ADAPTABILITY_GUIDANCE,1,GREEN,3,"fear_signals","Emotional Intelligence",40,0.1606,"academic expectation adaptability","Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear","ADAPTABILITY_GUIDANCE -> Emotional Intelligence -> fear_signals"
LEARNING_PERSISTENCE,1,GREEN,1,"learning_consistency_signals","Learning Intelligence",40,0.2727,"subject difficult persistence learn","Long Cycle Learning Endurance | Continuous Learning Identity | Sustainable Learning Persistence | Exam Preparation Consistency | Self Disciplined Learning","LEARNING_PERSISTENCE -> Learning Intelligence -> learning_consistency_signals"
LEARNING_PERSISTENCE,1,GREEN,2,"academic_confidence_signals","Learning Intelligence",40,0.1441,"subject learn","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","LEARNING_PERSISTENCE -> Learning Intelligence -> academic_confidence_signals"
LEARNING_PERSISTENCE,1,GREEN,3,"comprehension_signals","Learning Intelligence",40,0.1143,"subject learn","Advanced Theoretical Comprehension | Conceptual Abstraction Comprehension | Abstract Concept Comprehension | Conceptual Precision Understanding | Integrated Framework Comprehension","LEARNING_PERSISTENCE -> Learning Intelligence -> comprehension_signals"
RESPONSIBILITY_DEVELOPMENT,1,YELLOW,1,"ownership_signals","Leadership Intelligence",40,0.1776,"ownership responsibility","Ecosystem Scale Responsibility Orchestration | Civilization Scale Accountability Influence | Transformational Ownership Influence | Mission Critical Execution Ownership | Scalable Accountability Architecture","RESPONSIBILITY_DEVELOPMENT -> Leadership Intelligence -> ownership_signals"
RESPONSIBILITY_DEVELOPMENT,1,YELLOW,2,"disengagement_signals","Motivational Intelligence",40,0.1725,"toward learn responsibility","Apathy Toward Outcomes | Burnout Driven Detachment | Identity Disconnection | Hopeless Effort Perception | Disengagement From Identity Goals","RESPONSIBILITY_DEVELOPMENT -> Motivational Intelligence -> disengagement_signals"
RESPONSIBILITY_DEVELOPMENT,1,YELLOW,3,"accountability_for_work_signals","Employability Intelligence",40,0.1416,"ownership responsibility learn","Accountability Centered Work Ethic | Accountability Driven Execution | Ethical Work Responsibility | Consistent Work Dependability | Responsibility Driven Self Discipline","RESPONSIBILITY_DEVELOPMENT -> Employability Intelligence -> accountability_for_work_signals"
SOCIAL_LEARNING,1,GREEN,1,"group_confidence_signals","Collaboration Intelligence",40,0.3577,"group collaboration social","Multidimensional Social Stability | Multidimensional Group Presence | Interdisciplinary Social Confidence | Future Mission Social Confidence | Transformational Group Confidence","SOCIAL_LEARNING -> Collaboration Intelligence -> group_confidence_signals"
SOCIAL_LEARNING,1,GREEN,2,"group_engagement_signals","Collaboration Intelligence",40,0.2972,"group collaboration","Multidimensional Collaborative Engagement | Multidimensional Collective Activation | Interdisciplinary Engagement Translation | Future Mission Group Alignment | Transformational Collective Participation","SOCIAL_LEARNING -> Collaboration Intelligence -> group_engagement_signals"
SOCIAL_LEARNING,1,GREEN,3,"collaborative_resilience_signals","Collaboration Intelligence",40,0.2471,"collaboration group","Multidimensional Team Recovery | Multidimensional Collaborative Stability | Interdisciplinary Team Resilience | Future Mission Team Resilience | Transformational Team Resilience","SOCIAL_LEARNING -> Collaboration Intelligence -> collaborative_resilience_signals"
GROWTH_BEHAVIOR,1,YELLOW,1,"disengagement_signals","Motivational Intelligence",40,0.1998,"challeng task avoidance growth behavior","Apathy Toward Outcomes | Burnout Driven Detachment | Identity Disconnection | Hopeless Effort Perception | Disengagement From Identity Goals","GROWTH_BEHAVIOR -> Motivational Intelligence -> disengagement_signals"
GROWTH_BEHAVIOR,1,YELLOW,2,"resilience_recovery_signals","Wellbeing Intelligence",40,0.1527,"challeng behavior","Resilient Recovery Architecture | Resilient Functionality Maintenance | Burnout Recovery Capacity | Recovery After Burnout Cycle | Resilience Reconstruction After Loss","GROWTH_BEHAVIOR -> Wellbeing Intelligence -> resilience_recovery_signals"
GROWTH_BEHAVIOR,1,YELLOW,3,"avoidance_signals","Behavioral Intelligence",40,0.1188,"avoidance behavior","Pressure Triggered Disengagement | Challenge Escape Behavior | Evaluation Escape Pattern | Performance Pressure Escape | High Expectation Withdrawal","GROWTH_BEHAVIOR -> Behavioral Intelligence -> avoidance_signals"
LIFESTYLE_ADAPTATION,1,YELLOW,1,"academic_confidence_signals","Learning Intelligence",40,0.205,"academic","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","LIFESTYLE_ADAPTATION -> Learning Intelligence -> academic_confidence_signals"
LIFESTYLE_ADAPTATION,1,YELLOW,2,"lifestyle_stability_signals","Wellbeing Intelligence",40,0.1718,"lifestyle personal balanc","Holistic Lifestyle Synchronization | Sustainable Daily Rhythm | Sustainable High Performance Lifestyle | Recovery Routine Consistency | Work Rest Boundary Stability","LIFESTYLE_ADAPTATION -> Wellbeing Intelligence -> lifestyle_stability_signals"
LIFESTYLE_ADAPTATION,1,YELLOW,3,"learning_resilience_signals","Learning Intelligence",40,0.1385,"academic","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","LIFESTYLE_ADAPTATION -> Learning Intelligence -> learning_resilience_signals"
LEARNING_MINDSET,1,GREEN,1,"engagement_signals","Behavioral Intelligence",40,0.2939,"engagement curiosity driven learn","Intrinsic Motivation Activation | Deep Focus Involvement | Resilience Based Engagement | Persistence In Engagement | Mission Driven Involvement","LEARNING_MINDSET -> Behavioral Intelligence -> engagement_signals"
LEARNING_MINDSET,1,GREEN,2,"curiosity_driven_learning_signals","Learning Intelligence",40,0.2865,"curiosity engagement driven learn","Self Initiated Learning Behavior | Self Directed Skill Acquisition | Intrinsic Learning Reward Orientation | Curiosity Fueled Mastery Drive | Long Term Intellectual Engagement","LEARNING_MINDSET -> Learning Intelligence -> curiosity_driven_learning_signals"
LEARNING_MINDSET,1,GREEN,3,"learning_engagement_signals","Learning Intelligence",40,0.2535,"engagement curiosity learn driven","Resilient Learning Attention | Immersive Learning Focus | Self Initiated Learning Behavior | Cognitive Presence During Learning | Deep Topic Exploration","LEARNING_MINDSET -> Learning Intelligence -> learning_engagement_signals"
COMMUNICATION_BEHAVIOR,1,GREEN,1,"speaking_confidence_signals","Communication Intelligence",40,0.417,"speak participation public communication fear","High Stakes Speaking Resilience | Leadership Speaking Confidence | Interview Speaking Confidence | Communication Presence Strength | Public Speaking Confidence","COMMUNICATION_BEHAVIOR -> Communication Intelligence -> speaking_confidence_signals"
COMMUNICATION_BEHAVIOR,1,GREEN,2,"public_speaking_signals","Communication Intelligence",40,0.3708,"speak public fear communication behavior","Transformational Public Speaking Presence | Presentation Avoidance Behavior | Stage Fear Activation | Fear Of Judgment Speaking | Stage Presence Strength","COMMUNICATION_BEHAVIOR -> Communication Intelligence -> public_speaking_signals"
COMMUNICATION_BEHAVIOR,1,GREEN,3,"communication_anxiety_signals","Communication Intelligence",41,0.2877,"speak fear communication public behavior","Chronic Communication Paralysis | Interview Communication Stress | Communication Shutdown Response | Public Speaking Fear | Communication Avoidance Behavior","COMMUNICATION_BEHAVIOR -> Communication Intelligence -> communication_anxiety_signals"
COMPETITIVE_ADAPTATION,1,GREEN,1,"competitive_participation_signals","Performance Intelligence",40,0.282,"competitive adaptation resilience","High Pressure Participation Resilience | Elite Visibility Pursuit | Competitive Pressure Stability | Competitive Visibility Stamina | Competitive Risk Engagement","COMPETITIVE_ADAPTATION -> Performance Intelligence -> competitive_participation_signals"
COMPETITIVE_ADAPTATION,1,GREEN,2,"competitive_stress_signals","Performance Intelligence",40,0.1961,"competitive resilience","High Stakes Competition Panic | Pressure Induced Competitive Shutdown | Perfectionistic Competitive Stress | Pressure Induced Execution Breakdown | Competition Driven Perfectionism","COMPETITIVE_ADAPTATION -> Performance Intelligence -> competitive_stress_signals"
COMPETITIVE_ADAPTATION,1,GREEN,3,"performance_drive_signals","Motivational Intelligence",40,0.1851,"competitive environment adaptation resilience","Performance Resilience Drive | Elite Standard Alignment | Relentless Improvement Drive | Peak Performance Triggering | Long Term Performance Commitment","COMPETITIVE_ADAPTATION -> Motivational Intelligence -> performance_drive_signals"
TRANSITION_ADAPTATION,1,GREEN,1,"academic_confidence_signals","Learning Intelligence",40,0.2278,"academic","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","TRANSITION_ADAPTATION -> Learning Intelligence -> academic_confidence_signals"
TRANSITION_ADAPTATION,1,GREEN,2,"learning_resilience_signals","Learning Intelligence",40,0.1538,"academic","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","TRANSITION_ADAPTATION -> Learning Intelligence -> learning_resilience_signals"
TRANSITION_ADAPTATION,1,GREEN,3,"practical_transition_signals","Career Intelligence",40,0.151,"transition academic adaptation","Workplace Execution Maturity | Practical Problem Solving Shift | Real World Execution Orientation | Professional Learning Application | Ambiguity Handling Readiness","TRANSITION_ADAPTATION -> Career Intelligence -> practical_transition_signals"
PERSISTENCE_DEVELOPMENT,1,GREEN,1,"goal_commitment_signals","Motivational Intelligence",40,0.2719,"goal patience long term persistence","Mission Resilience Under Pressure | Transformational Commitment Drive | Obstacle Endurance Capacity | Purpose Driven Persistence | Sacrifice For Goal Commitment","PERSISTENCE_DEVELOPMENT -> Motivational Intelligence -> goal_commitment_signals"
