concern_id,concern_name,classification,confidence_score,reasoning,domain,concern_category
CONCERN_EXA_197,Rational Thinking During Panic States,Outcome,0.92,"concern_category ends in ""collapse"" → Outcome; label cue ""thinking"" → Capability; label cue ""panic"" → Problem; label cue ""difficulty"" → Problem",Thinking Quality Under Pressure,Panic-State Cognitive Collapse
CONCERN_EXA_1972,Multiple Subjects,Problem,0.92,"concern_category ends in ""overload"" → Problem; label cue ""difficulty"" → Problem",Academic & Cognitive Effectiveness,Multi-Subject Overload
CONCERN_EXA_1988,Fast-Paced Teaching,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; label cue ""difficulty"" → Problem",Academic & Cognitive Effectiveness,Fast-Paced Learning Difficulty
CONCERN_EXA_199,Sustaining Hope During Long Competitive Journeys,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Hope Sustainability Weakness
CONCERN_EXA_2000,Academic Recovery After Poor Scores,Problem,0.92,"concern_category ends in ""weakness"" → Problem","Confidence, Self-Concept & Comparison",Post-Failure Recovery Weakness
CONCERN_EXA_2005,Conceptual Linking Across Chapters,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Academic & Cognitive Effectiveness,Concept Linking Deficit
CONCERN_EXA_2012,Pattern Recognition Skills,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""skills"" → Capability",Thinking Quality Under Pressure,Pattern Recognition Weakness
CONCERN_EXA_2015,Understanding Abstract Theories,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; category token ""understanding"" → Capability; label cue ""understanding"" → Capability; label cue ""difficulty"" → Problem",Academic & Cognitive Effectiveness,Abstract Understanding Difficulty
CONCERN_EXA_2018,Self-Correction Ability,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Self Reflection,Self-Correction Deficit
CONCERN_EXA_2020,Interpretation of Word Problems,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Academic & Cognitive Effectiveness,Word Problem Interpretation Weakness
CONCERN_EXA_2028,Subject-Wise Confidence Balance,Capability,0.92,"concern_category ends in ""confidence"" → Capability; label cue ""confidence"" → Capability","Confidence, Self-Concept & Comparison",Uneven Subject Confidence
CONCERN_EXA_2030,Long-Term Academic Planning,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""planning"" → Capability; label cue ""planning"" → Capability",Academic Identity & Meaning,Long-Term Planning Deficit
CONCERN_EXA_2032,Concept Reinforcement Habits,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Academic & Cognitive Effectiveness,Reinforcement Deficit
CONCERN_EXA_2046,Self-Confidence in Competitive Settings,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""confidence"" → Capability",Competitive Exam Readiness,Competitive Confidence Weakness
CONCERN_EXA_2050,Learning Continuity After Academic Breaks,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Academic & Cognitive Effectiveness,Learning Discontinuity
CONCERN_EXA_2054,Error Detection Skills,Problem,0.92,"concern_category ends in ""deficit"" → Problem; label cue ""skills"" → Capability",Thinking Quality Under Pressure,Error Detection Deficit
CONCERN_EXA_2057,Recovering Focus After Distractions,Problem,0.92,"concern_category ends in ""deficit"" → Problem; label cue ""difficulty"" → Problem",Academic & Cognitive Effectiveness,Attention Recovery Deficit
CONCERN_EXA_206,Long-Term Career Vision,Problem,0.92,"concern_category ends in ""ambiguity"" → Problem",Academic Identity & Meaning,Long-Term Career Ambiguity
CONCERN_EXA_2060,Conceptual Recall Under Stress,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""stress"" → Problem",Examination Stress & Emotional Regulation,Stress-Based Recall Weakness
CONCERN_EXA_2061,Consistency Across Subjects,Problem,0.92,"concern_category ends in ""imbalance"" → Problem; label cue ""difficulty"" → Problem",Academic Performance,Subject Performance Imbalance
CONCERN_EXA_2064,Learning Transfer Between Similar Concepts,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Academic & Cognitive Effectiveness,Transfer Learning Weakness
CONCERN_EXA_2068,Adaptive Problem-Solving Skills,Problem,0.92,"concern_category ends in ""deficit"" → Problem; label cue ""skills"" → Capability",Thinking Quality Under Pressure,Adaptive Problem-Solving Deficit
CONCERN_EXA_2070,Strategic Guessing Ability in MCQs,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Examination Readiness,Strategic Elimination Weakness
CONCERN_EXA_2071,Building Conceptual Depth,Problem,0.92,"concern_category ends in ""deficit"" → Problem; label cue ""difficulty"" → Problem",Foundational Learning,Conceptual Depth Deficit
CONCERN_EXA_2077,Curiosity in Rigid Academic Systems,Capability,0.7,"category token ""curiosity"" → Capability; category token ""suppression"" → Behavior; label cue ""curiosity"" → Capability; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Curiosity Suppression Under Structure
CONCERN_EXA_2080,Long-Term Academic Identity Formation,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Academic Identity & Meaning,Academic Identity Diffusion
CONCERN_EXA_2088,Performance Tracking Habits,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""awareness"" → Capability",Self Reflection,Performance Awareness Deficit
CONCERN_EXA_2098,Learning Accountability,Problem,0.92,"concern_category ends in ""deficit"" → Problem","Motivation, Values & Responsibility",Learning Accountability Deficit
CONCERN_EXA_2103,School Projects with Academics,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",Academic Coordination Difficulty
CONCERN_EXA_2112,Subject Integration Across Curriculum,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Interdisciplinary Learning,Curriculum Integration Deficit
CONCERN_EXA_2125,Mixed Learning Speeds in Classroom,Problem,0.55,"label cue ""difficulty"" → Problem",Learning Adaptability,Mixed-Speed Classroom Challenge
CONCERN_EXA_2137,Encouraging Analytical Thinking,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; category token ""thinking"" → Capability; label cue ""thinking"" → Capability; label cue ""difficulty"" → Problem",Thinking Quality Under Pressure,Analytical Thinking Activation Difficulty
CONCERN_EXA_2139,Student Comparison Culture,Capability,0.92,"concern_category ends in ""management"" → Capability; category token ""comparison"" → Behavior; label cue ""comparison"" → Behavior; label cue ""difficulty"" → Problem","Confidence, Self-Concept & Comparison",Comparison Culture Management
CONCERN_EXA_2141,Helping Students Recover After Poor Results,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; label cue ""difficulty"" → Problem","Confidence, Self-Concept & Comparison",Post-Result Recovery Difficulty
CONCERN_EXA_2146,Supporting Students with Weak Goal Clarity,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; category token ""clarity"" → Capability; label cue ""clarity"" → Capability",Academic Identity & Meaning,Goal Clarity Support Difficulty
CONCERN_EXA_2153,Managing Students with Weak Classroom Engagement,Problem,0.92,"concern_category ends in ""difficulty"" → Problem",Classroom Engagement,Engagement Activation Difficulty
CONCERN_EXA_2157,Supporting Students with Weak Conceptual Integration,Problem,0.92,"concern_category ends in ""difficulty"" → Problem",Interdisciplinary Learning,Concept Integration Difficulty
CONCERN_EXA_2159,Supporting Students with Weak Attention Recovery,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Academic & Cognitive Effectiveness,Attention Recovery Weakness
CONCERN_EXA_2164,Balancing Personalized Attention in Large Classrooms,Problem,0.55,"label cue ""difficulty"" → Problem",Classroom Engagement,Personalized Attention Constraints
CONCERN_EXA_2168,Student Burnout During Competitive Preparation,Risk,0.92,"concern_category ends in ""risk"" → Risk; category token ""burnout"" → Outcome; label cue ""burnout"" → Outcome; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Competitive Burnout Risk
CONCERN_EXA_2169,Supporting Students with Weak Verbal Participation,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Communication & Expression,Verbal Participation Weakness
CONCERN_EXA_2171,Supporting Students with Weak Goal Persistence,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""persistence"" → Capability","Motivation, Values & Responsibility",Goal Continuity Weakness
CONCERN_EXA_2173,Supporting Students with Weak Practical Application Skills,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""competency"" → Capability; label cue ""skills"" → Capability",Competency Development,Practical Competency Weakness
CONCERN_EXA_218,Clarity Between Short-Term and Long-Term Goals,Problem,0.92,"concern_category ends in ""instability"" → Problem; label cue ""clarity"" → Capability",Strategic Preparation,Goal Alignment Instability
CONCERN_EXA_2182,Supporting Students with Weak Reading Fluency,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""fluency"" → Capability; label cue ""fluency"" → Capability",Communication & Expression,Reading Fluency Deficit
CONCERN_EXA_2184,Managing Students with Poor Subject Retention Over Time,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Academic & Cognitive Effectiveness,Long-Term Retention Weakness
CONCERN_EXA_2187,Building Student Confidence in Oral Examinations,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability; label cue ""difficulty"" → Problem",Communication & Expression,Oral Examination Anxiety
CONCERN_EXA_2195,Helping Students Handle Time-Bound Assessments,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; label cue ""difficulty"" → Problem",Examination Readiness,Time-Bound Assessment Difficulty
CONCERN_EXA_2196,Supporting Students with Weak Interpretation Skills,Problem,0.92,"concern_category ends in ""deficit"" → Problem; label cue ""skills"" → Capability",Communication & Expression,Interpretation Deficit
CONCERN_EXA_2209,Improving Student Accuracy in Calculations,Problem,0.92,"concern_category ends in ""deficit"" → Problem; label cue ""difficulty"" → Problem",Academic & Cognitive Effectiveness,Calculation Accuracy Deficit
CONCERN_EXA_221,Understanding the Difference Between Courses and Careers,Problem,0.43,"label cue ""understanding"" → Capability; label cue ""difficulty"" → Problem",Career Readiness,Course-Career Misunderstanding
CONCERN_EXA_2221,Students with Poor Study Environment at Home,Problem,0.55,"label cue ""difficulty"" → Problem",Adjustment & Coping Capacity,Study Environment Constraints
CONCERN_EXA_2226,Supporting Students with Weak Reflection and Self-Correction Skills,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""skills"" → Capability",Self Reflection,Reflection & Self-Correction Weakness
CONCERN_EXA_2228,Handling Students with Weak Conceptual Depth,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Foundational Learning,Conceptual Depth Deficit
CONCERN_EXA_2235,Supporting Students with Low Academic Curiosity,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""curiosity"" → Capability; label cue ""curiosity"" → Capability; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Academic Curiosity Deficit
CONCERN_EXA_2238,Supporting Students with Weak Long-Answer Structuring Skills,Problem,0.92,"concern_category ends in ""deficit"" → Problem; label cue ""skills"" → Capability",Communication & Expression,Long-Answer Structuring Deficit
CONCERN_EXA_2241,Supporting Students with Weak Peer Collaboration,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""collaboration"" → Capability; label cue ""collaboration"" → Capability; label cue ""difficulty"" → Problem",Collaboration & Ownership,Peer Collaboration Weakness
CONCERN_EXA_2248,Managing Students with Weak Academic Resilience,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""resilience"" → Capability; label cue ""resilience"" → Capability",Examination Stress & Emotional Regulation,Academic Resilience Weakness
CONCERN_EXA_2249,Helping Students Develop Structured Thinking,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""reasoning"" → Capability; label cue ""thinking"" → Capability; label cue ""difficulty"" → Problem",Thinking Quality Under Pressure,Structured Reasoning Weakness
