kind,redundant,text_a,text_b,overlap,archetype_a,archetype_b,stakeholder_a,stakeholder_b
stakeholder,false,"Each day this week, help your child note one moment of feeling connected and one of feeling left out.","Each workday this week, note one moment of feeling connected and one of feeling left out.",0.667,social_connection_belonging,social_connection_belonging,parent,professional
stakeholder,false,"Each day this week, have the student note one moment of feeling connected and one of feeling left out.","Each workday this week, note one moment of feeling connected and one of feeling left out.",0.727,social_connection_belonging,social_connection_belonging,teacher,professional
stakeholder,false,"Over the next 30 days, reach out to one person a week to build a real friendship.","Over the next 30 days, help your child reach out to one person a week to build a real friendship.",0.833,social_connection_belonging,social_connection_belonging,student,parent
stakeholder,false,"Over the next 30 days, reach out to one person a week to build a real friendship.","Over the next month, coach the student to reach out to one person a week to build a real friendship.",0.692,social_connection_belonging,social_connection_belonging,student,teacher
stakeholder,false,"Over the next 30 days, reach out to one person a week to build a real friendship.","Over the next 30 days at work, reach out to one person a week to build a real friendship.",0.909,social_connection_belonging,social_connection_belonging,student,professional
stakeholder,false,"Over the next 30 days, help your child reach out to one person a week to build a real friendship.","Over the next month, coach the student to reach out to one person a week to build a real friendship.",0.6,social_connection_belonging,social_connection_belonging,parent,teacher
stakeholder,false,"Over the next 30 days, help your child reach out to one person a week to build a real friendship.","Over the next 30 days at work, reach out to one person a week to build a real friendship.",0.769,social_connection_belonging,social_connection_belonging,parent,professional
stakeholder,false,"Over the next month, coach the student to reach out to one person a week to build a real friendship.","Over the next 30 days at work, reach out to one person a week to build a real friendship.",0.643,social_connection_belonging,social_connection_belonging,teacher,professional
stakeholder,false,"Over the next 90 days, build a sense of belonging through a term of small social steps.","Across this term, help your child build a sense of belonging through a term of small social steps.",0.615,social_connection_belonging,social_connection_belonging,student,parent
stakeholder,false,"Over the next 90 days, build a sense of belonging through a term of small social steps.","Across the term, support the student to build a sense of belonging through a term of small social steps.",0.615,social_connection_belonging,social_connection_belonging,student,teacher
stakeholder,false,"Over the next 90 days, build a sense of belonging through a term of small social steps.","Over the next quarter at work, build a sense of belonging through a term of small social steps.",0.769,social_connection_belonging,social_connection_belonging,student,professional
