Assessment name	Stage	Anchor	Domain	Sub-Domain	Dimension	Focus Area	Layer (1-12)	Dimension	Question (Self-Assessment)	Response	A (1pt)	B (2pt)	C (3pt)	D (4pt)	E (5pt)	Polarity	Wt	Logic	Age Band	Stage 	Age
Screen Distraction	Curiosity	No	Digital	Connectivity	Battery Anxiety	Screen Reflex	2: Physical	Low Power Stress	Do you feel nervous or anxious if your phone battery drops below 20%?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.2	Inverted	11-18	Curiosity	B, C
Screen Distraction	Curiosity	No	Digital	Communication	Instant Reply	Screen Reflex	3: Impulse	Response Urgency	Do you feel like you must reply to a text the second you see it?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	No	Digital	Media	Thumbnail Bait	Screen Reflex	3: Impulse	Click Reflex	Do you click on "suggested videos" even if they have nothing to do with your work?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.5	Inverted	11-14	Curiosity	B
Screen Distraction	Curiosity	No	Digital	Habit	Morning Screen	Screen Reflex	2: Physical	Wake-up Reflex	Is checking your phone the very first thing you do when you wake up?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.9	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Cognitive Development	Memory	Data Loss	Screen Reflex	7: Memory	Notification Wipe	Do you forget what you were thinking about if your phone pings?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	11-18	Curiosity	B, C
Screen Distraction	Curiosity	Yes	Digital	UI/UX	Unread Stress	Screen Reflex	11: Meta	Icon Clutter	Do you feel a "need" to clear all unread badges on your home screen?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Behavioral	Social	Conversation Gap	Screen Reflex	5: Sensory	Mid-Talk Check	Do you check your phone while someone is talking directly to you?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	11-18	Curiosity	B, C
Screen Distraction	Curiosity	No	Digital	Media	Sound Reflex	Screen Reflex	5: Sensory	Audio Alert Pull	Do you look at your screen every time you hear a "ding" in the room?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.5	Inverted	5-10	Curiosity	A
Screen Distraction	Curiosity	No	Behavioral	Habit	Sleep Delay	Screen Reflex	2: Physical	Blue Light Lag	Do you stay awake longer than planned because you are on your tablet?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	Yes	Metacog	Awareness	Time Blindness	Screen Reflex	12: Core	Focus Leak	Do you think you've been on your phone for 1 min, but it was actually 20?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	2	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Digital	UI/UX	Infinite Scroll	Screen Reflex	3: Impulse	Depth Loss	Do you keep scrolling even when you no longer find the content interesting?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	No	Behavioral	Habit	Pocket Reach	Screen Reflex	3: Impulse	Tactical Habit	Do you find your hand in your pocket touching your phone without realizing?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.5	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Digital	Sensory	Screen Glare	Screen Reflex	5: Sensory	Optical Pull	Do you feel a "need" to look at a screen when you walk into a dark room?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.3	Inverted	11-14	Curiosity	B
Screen Distraction	Curiosity	No	Cognitive Development	Processing	Speed Bias	Screen Reflex	8: Precision	Skim Reading	Do you find it hard to read a full page of a book without checking a screen?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	Yes	Digital	Social	Status Anxiety	Screen Reflex	11: Meta	Like Reflex	Do you check your phone specifically to see if someone "liked" your post?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.9	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	No	Behavioral	Environment	Device Proximity	Screen Reflex	5: Sensory	Visual Cue	If your phone is on the table, do you find it harder to focus on your work?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Digital	Media	Ad Reflex	Screen Reflex	3: Impulse	Distraction Bait	Do you click on "pop-up" ads or side-bar news while doing research?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	11-18	Curiosity	B, C
Screen Distraction	Curiosity	No	Digital	Connectivity	Signal Stress	Screen Reflex	2: Physical	Offline Anxiety	Do you feel "cut off" or annoyed if you don't have Wi-Fi or data?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.3	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Cognitive Development	Working Mem	Buffer Wipe	Screen Reflex	7: Memory	Swap Error	Do you lose the "thought" you had if you stop to check a notification?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	Yes	Metacog	Awareness	Auto-Pilot	Screen Reflex	12: Core	Impulse Trace	Do you find yourself on a social app without remembering opening it?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	2	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	No	Digital	UI/UX	Pull-to-Refresh	Screen Reflex	3: Impulse	Update Habit	Do you "refresh" your feed even if you just checked it 30 seconds ago?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	No	Behavioral	Social	Digital Etiquette	Screen Reflex	11: Meta	Phubbing	Do you pick up your phone because you feel awkward in a social silence?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.5	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Sensory	Auditory	Notif. Pavlov	Screen Reflex	5: Sensory	Sonic Trigger	Does the sound of someone else's phone make you check yours?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	11-14	Curiosity	B
Screen Distraction	Curiosity	No	Cognitive Development	Synthesis	Logic Gap	Screen Reflex	9: Synthesis	Scatter Brain	Do you find it hard to summarize what you just saw on a screen for 1 hour?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	Yes	Digital	Habit	Toilet Scroll	Screen Reflex	3: Impulse	Transition Lag	Do you take your phone with you to the bathroom every single time?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.2	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Physiology	Alertness	Blue Light	Screen Reflex	2: Physical	Circadian Slip	Do you stay on your phone until the very moment you try to sleep?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	11-18	Curiosity	B, C
Screen Distraction	Curiosity	No	Digital	Logic	Tab Clutter	Screen Reflex	10: Exec	Browser Drift	Do you have more than 10 tabs open that you aren't actually using?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.5	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Behavioral	Habit	Screen Grabbing	Screen Reflex	3: Impulse	Grab Reflex	Do you reach for your phone during the 30-second "loading" of a video?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	5-10	Curiosity	A
Screen Distraction	Curiosity	No	Digital	Sensory	Screen Bright.	Screen Reflex	5: Sensory	Lumens Bias	Do you find yourself increasing screen brightness in a bright room reflexively?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.1	Inverted	11-14	Curiosity	B
Screen Distraction	Curiosity	Yes	Metacog	Awareness	Focus Erasure	Screen Reflex	12: Core	Memory Gating	Do you feel like your "day disappeared" because you were on screens?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	2	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Behavioral	Habit	Walking Scroll	Screen Reflex	3: Impulse	Motor Hazard	Do you use your phone while walking in a crowded street or school hall?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	No	Digital	Social	Text Pinging	Screen Reflex	3: Impulse	Ping Reflex	Do you send "one more text" just to avoid starting your homework?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	11-14	Curiosity	B
Screen Distraction	Curiosity	No	Cognitive Development	Internal Drift	Daydreaming	Screen Reflex	12: Core	Digital Mirror	Does your mind wander toward "checking your phone" when a book gets hard?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.9	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	No	Digital	Sensory	Tactile Need	Screen Reflex	5: Sensory	Touch Hunger	Do you feel physically restless if you aren't holding a device?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	5-10	Curiosity	A
Screen Distraction	Curiosity	Yes	Digital	Media	Binge Reflex	Screen Reflex	3: Impulse	Narrative Pull	Do you watch a whole season of a show because the "next" button is easy?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.5	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Digital	Habit	Charger Search	Screen Reflex	2: Physical	Power Anxiety	Is the first thing you look for in a new room a power outlet for your phone?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.3	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Cognitive Development	Processing	Info Overload	Screen Reflex	8: Precision	Multi-Media	Do you listen to music while watching a muted video on another screen?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	No	Behavioral	Habit	Unlocking	Screen Reflex	10: Exec	Habitual Wake	Do you unlock your phone just to look at the time, then check social media?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Digital	Social	Comment Bait	Screen Reflex	11: Meta	Social Friction	Do you keep checking a post to see if someone replied to your comment?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	Yes	Metacog	Awareness	Lapse Trace	Screen Reflex	12: Core	Drift Index	Do you notice you are distracted only when someone calls your name?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	2	Inverted	5-10	Curiosity	A
Screen Distraction	Curiosity	No	Digital	UI/UX	Badge Stress	Screen Reflex	3: Impulse	Visual Itch	Do you feel "itchy" or bothered if you see an unread email count on your screen?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Behavioral	Habit	Screen Grabbing	Screen Reflex	3: Impulse	Reach Speed	Do you reach for your phone the moment you finish a difficult task?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	No	Digital	Media	Autoplay Loop	Screen Reflex	3: Impulse	Narrative Pull	Do you watch the "next video" even if you didn't enjoy the first one?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	11-14	Curiosity	B
Screen Distraction	Curiosity	No	Digital	Connectivity	Wi-Fi Search	Screen Reflex	2: Physical	Access Stress	Is the first thing you ask for in a new place the Wi-Fi password?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.3	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	Yes	Digital	Sensory	Screen Glow	Screen Reflex	5: Sensory	Light Bias	Do you find yourself staring at your phone even when the screen is just loading?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.2	Inverted	5-10	Curiosity	A
Screen Distraction	Curiosity	No	Cognitive Development	Internal Drift	Mind Wander	Screen Reflex	12: Core	Boredom Shield	Do you use your phone to "kill time" when you are waiting for 30 seconds?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Behavioral	Social	Mid-Game Check	Screen Reflex	5: Sensory	Peer Drift	Do you look at your tablet while playing a board game with friends/family?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	11-14	Curiosity	B
Screen Distraction	Curiosity	No	Digital	Habit	Unlocking	Screen Reflex	10: Exec	Aimless Wake	Do you unlock your phone and then forget why you picked it up?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Digital	UI/UX	Scroll Limit	Screen Reflex	3: Impulse	Loop Reflex	Do you scroll through your photo gallery when you have nothing else to do?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.3	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	Yes	Metacog	Awareness	Screen Fog	Screen Reflex	12: Core	Focus Erosion	Do you feel "dull" or "sleepy" after being on your phone for 15 minutes?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	2	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Digital	Social	Status Fear	Screen Reflex	11: Meta	Post-Click Feed	Do you keep checking a post to see if people have seen it yet?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	No	Digital	Media	Volume Pull	Screen Reflex	5: Sensory	Audio Lure	Do you look at your phone every time a video in the room plays a sound?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.5	Inverted	5-10	Curiosity	A
Screen Distraction	Curiosity	No	Cognitive Development	Memory	Working Wipe	Screen Reflex	7: Memory	Swap Failure	Do you lose your place in a book because you checked one text?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.9	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	No	Behavioral	Habit	Screen Sleep	Screen Reflex	2: Physical	Wake Lag	Do you find it hard to get out of bed because you are on your phone?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	Yes	Digital	UI/UX	App Switch	Screen Reflex	10: Exec	Multi-Drift	Do you jump between 3 apps without finishing a task in any of them?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	11-18	Curiosity	B, C
Screen Distraction	Curiosity	No	Digital	Sensory	Tactical Need	Screen Reflex	3: Impulse	Fidget Device	Do you play with your phone case or spin your phone when you are bored?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.1	Inverted	11-14	Curiosity	B
Screen Distraction	Curiosity	No	Digital	Logic	Tab Mania	Screen Reflex	10: Exec	Info Clutter	Do you open a new tab instead of looking for the one you already had?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Digital	Social	Group Pings	Screen Reflex	3: Impulse	Reply Pressure	Do you feel bad if you don't reply to a group chat immediately?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.5	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	No	Behavioral	Environment	TV & Phone	Screen Reflex	5: Sensory	Dual Screen	Do you use your phone while you are already watching a movie or TV?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	Yes	Metacog	Awareness	Lapse Detection	Screen Reflex	12: Core	Hindsight	Do you only realize you were distracted when someone calls your name?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	2	Inverted	5-10	Curiosity	A
Screen Distraction	Curiosity	No	Digital	Habit	Charger Panic	Screen Reflex	2: Physical	Power Stress	Do you get anxious if you can't find your phone charger immediately?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Digital	Media	Shortcut Bias	Screen Reflex	3: Impulse	Click Hunger	Do you click on "recommended" articles even if they look like clickbait?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.5	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	No	Digital	Social	Mention Pull	Screen Reflex	11: Meta	Social Sync	Do you check your phone the second you hear a "tag" or "mention" sound?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	11-18	Curiosity	B, C
Screen Distraction	Curiosity	No	Cognitive Development	Processing	Speed Need	Screen Reflex	8: Precision	Fast Scroll	Do you scroll so fast that you don't even read the words on the screen?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	Yes	Digital	Sensory	Notification Pavlov	Screen Reflex	5: Sensory	Sonic Trigger	Does the sound of someone else's phone make you reach for yours?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Digital	Habit	Toilet Tech	Screen Reflex	3: Impulse	Hand-to-Pocket	Do you find it impossible to go to the restroom without your phone?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.2	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Digital	Social	Photo First	Screen Reflex	11: Meta	Lens Gating	Do you think about taking a photo of your food before you even taste it?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.5	Inverted	15-18	Curiosity	C
