concern_id,domain,concern_cluster,display_label,Concern Search,relevance_in_india,parent_anxiety_level,growth_trend,severity,capadex_priority,common_indian_context,primary_persona,contextual_modifier,concern_category,intelligence_layer,signal_cluster,assessment_dimension,root_cause_group,intervention_lens,capability_mapping,relational_bridge_tag,age_min,age_max,source_row_index
CONCERN_ADA_1420,Student Wellness,Inability to balance academics and personal life,balance academics and personal life,Study-life balance,High,High,Increasing,High,P2,Students overwhelmed by schedules and expectations,Student Mentor,Multi-performance pressure,Balance Deficit,Lifestyle Intelligence,Burnout indicators,Life balance,Overcommitment,Lifestyle mentoring,Self-management,STUDENT_WELLNESS,12,22,1420
CONCERN_STU_1421,Capability Development,Weak problem-solving and practical thinking,problem-solving and practical thinking,Practical problem-solving,High,Medium,Increasing,Medium,P2,Students unable to handle practical situations independently,Student Mentor,Theory-focused education,Practical Thinking Gap,Cognitive Intelligence,Dependence on guidance,Applied reasoning,Low experiential learning,Scenario-based mentoring,Practical intelligence,CAPABILITY_DEVELOPMENT,12,22,1421
CONCERN_CAP_1422,Maturity Development,Fear of taking responsibility,Fear of taking responsibility,Fear of responsibility,Medium,Medium,Increasing,Medium,P3,Students avoiding leadership or ownership roles,Student Mentor,Failure-avoidance conditioning,Responsibility Avoidance,Emotional Intelligence,Excuse patterns,Ownership readiness,Fear of accountability,Responsibility training,Ownership mindset,MATURITY_DEVELOPMENT,12,22,1422
CONCERN_MAT_1423,Future Orientation,Lack of long-term personal vision,long-term personal vision,Life goals and vision,High,High,Increasing,Medium,P2,Students drifting without goals or direction,Student Mentor,Reactive career culture,Directionless Growth,Aspirational Intelligence,Future uncertainty,Vision clarity,Lack of guidance,Vision planning,Strategic self-direction,FUTURE_ORIENTATION,12,22,1423
CONCERN_FUT_1424,Growth Mindset,Difficulty handling criticism and feedback,criticism and feedback,Handling criticism,High,Medium,Increasing,Medium,P2,Students becoming defensive or discouraged easily,Student Mentor,Validation-seeking behavior,Feedback Resistance,Emotional Intelligence,Defensive reactions,Learning openness,Ego fragility,Growth mindset mentoring,Feedback adaptability,GROWTH_MINDSET,12,22,1424
CONCERN_GRO_1425,Perseverance Coaching,Low persistence in difficult situations,persistence in difficult situations,Perseverance,Very High,High,Increasing,High,P1,Students quitting under pressure,Student Mentor,Instant success expectations,Persistence Weakness,Behavioral Intelligence,Effort drop patterns,Perseverance measurement,Low frustration tolerance,Grit coaching,Sustained perseverance,PERSEVERANCE_COACHING,12,22,1425
CONCERN_PER_1426,Character Development,Poor ethical judgment and integrity awareness,ethical judgment and integrity awareness,Ethics and integrity,High,High,Increasing,High,P2,Academic dishonesty and shortcut culture,Student Mentor,Marks-over-values environment,Integrity Risk,Ethical Intelligence,Cheating patterns,Ethical reasoning,Weak value systems,Values mentoring,Integrity capability,CHARACTER_DEVELOPMENT,12,22,1426
CONCERN_CHA_1427,Emotional Resilience,Inability to recover from social rejection,recover from social rejection,Handling rejection,Medium,Medium,Increasing,Medium,P3,Students emotionally affected by peer exclusion,Student Mentor,Social belonging pressures,Social Sensitivity Risk,Emotional Intelligence,Isolation indicators,Social resilience,Low emotional coping,Social resilience mentoring,Emotional stability,EMOTIONAL_RESILIENCE,12,22,1427
CONCERN_EMO_1428,Intellectual Growth,Lack of curiosity and self-driven learning,curiosity and self-driven learning,Self-learning mindset,High,Medium,Increasing,Medium,P3,Students learning only for marks,Student Mentor,Exam-focused education,Curiosity Deficit,Learning Intelligence,Passive engagement,Exploratory learning,Extrinsic motivation dominance,Inquiry mentoring,Intellectual curiosity,INTELLECTUAL_GROWTH,12,22,1428
CONCERN_INT_1429,Leadership Readiness,Weak leadership and team collaboration,leadership and team collaboration,Leadership and teamwork,Medium,Medium,Increasing,Medium,P3,Students avoiding collaborative responsibilities,Student Mentor,Individual achievement focus,Leadership Readiness Gap,Leadership Intelligence,Group disengagement,Team contribution,Lack of collaborative exposure,Team-building interventions,Collaborative leadership,LEADERSHIP_READINESS,18,30,1429
CONCERN_LEA_1430,Performance Resilience,Poor stress management under pressure,stress management under pressure,Stress management,Very High,High,Increasing,High,P1,Students panicking during exams and deadlines,Student Mentor,High-pressure environments,Stress Vulnerability,Emotional Intelligence,Anxiety spikes,Stress tolerance,Weak coping systems,Stress conditioning,Emotional endurance,PERFORMANCE_RESILIENCE,12,22,1430
CONCERN_PER_1431,Personal Insight,Lack of self-awareness about strengths and weaknesses,self-awareness about strengths and weaknesses,Self-awareness,High,Medium,Increasing,Medium,P2,Students unable to identify growth areas,Student Mentor,Marks-based identity formation,Self-Awareness Gap,Self Intelligence,Confused self-perception,Reflective capability,Limited introspection,Reflective mentoring,Personal insight,PERSONAL_INSIGHT,12,22,1431
CONCERN_PER_1432,Emotional Wellbeing,Excessive comparison with peers,Excessive comparison with peers,Comparing with others,Very High,Very High,Increasing,High,P1,Students linking worth to peer performance,Student Mentor,Social comparison ecosystem,Comparison Anxiety,Emotional Intelligence,Inferiority signals,Self-esteem stability,External validation culture,Self-worth coaching,Emotional independence,EMOTIONAL_WELLBEING,12,22,1432
CONCERN_EMO_1433,Digital Responsibility,Poor digital behaviour and online discipline,digital behaviour and online discipline,Digital discipline,Very High,High,Increasing Rapidly,High,P2,Students misusing devices and online platforms,Student Mentor,High smartphone exposure,Digital Behaviour Risk,Behavioral Intelligence,Excessive online engagement,Digital self-control,Lack of digital boundaries,Digital discipline mentoring,Responsible technology usage,DIGITAL_RESPONSIBILITY,12,22,1433
CONCERN_DIG_1434,Life Readiness,Difficulty transitioning into adulthood responsibilities,transitioning into adulthood responsibilities,Adult responsibilities,High,Medium,Increasing,Medium,P2,Students lacking maturity in real-world expectations,Student Mentor,Protected upbringing,Adulthood Transition Gap,Adaptive Intelligence,Immature decision-making,Responsibility maturity,Limited life exposure,Life-skills mentoring,Adult readiness,LIFE_READINESS,12,22,1434
CONCERN_LIF_1435,Decision Coaching,Weak decision-making under uncertainty,decision-making under uncertainty,Decision-making confidence,High,High,Increasing,Medium,P2,Students freezing during important choices,Student Mentor,Fear-driven environments,Decision Paralysis,Strategic Intelligence,Hesitation patterns,Judgment capability,Overthinking tendencies,Decision frameworks,Judgment capability,DECISION_COACHING,12,22,1435
CONCERN_DEC_1436,Growth Accountability,Lack of ownership for personal growth,ownership for personal growth,Personal growth ownership,Very High,High,Increasing,High,P1,Students expecting external motivation continuously,Student Mentor,Dependency-driven education systems,Ownership Deficit,Self Intelligence,Passive growth behavior,Self-driven development,Learned helplessness,Ownership mentoring,Growth ownership capability,GROWTH_ACCOUNTABILITY,12,22,1436
CONCERN_GRO_1437,Learning Behavior,Poor classroom attention span,classroom attention span,Attention in class,Very High,High,Increasing Rapidly,High,P1,Students distracted by mobile and short-form content,Behavioral Mentor,Digital overstimulation,Attention Instability,Behavioral Intelligence,Frequent distraction,Sustained attention,Screen dependency,Attention conditioning,Focus management,LEARNING_BEHAVIOR,6,18,1437
CONCERN_LEA_1438,Academic Behavior,Lack of study discipline,study discipline,Study discipline,Very High,High,Increasing,High,P1,Irregular study schedules and procrastination,Behavioral Mentor,Unstructured routines,Discipline Deficit,Execution Intelligence,Missed study targets,Consistency measurement,Weak habit systems,Routine building,Self-discipline,ACADEMIC_BEHAVIOR,12,22,1438
CONCERN_ACA_1439,Performance Behavior,Excessive procrastination before exams,Excessive procrastination before exams,Last-minute studying,Very High,Very High,Increasing,High,P1,Last-minute preparation culture,Behavioral Mentor,Exam pressure cycles,Avoidance Behavior,Behavioral Intelligence,Delay patterns,Task initiation,Fear-driven avoidance,Accountability coaching,Execution consistency,PERFORMANCE_BEHAVIOR,12,22,1439
CONCERN_PER_1440,Student Regulation,Emotional outbursts during academic stress,Emotional outbursts during academic stress,Emotional reactions during stress,High,High,Increasing,High,P2,Students unable to handle pressure calmly,Behavioral Mentor,Academic overload,Emotional Dysregulation,Emotional Intelligence,Anger/frustration spikes,Emotional control,Stress intolerance,Emotional regulation training,Emotional resilience,STUDENT_REGULATION,12,22,1440
CONCERN_STU_1441,Motivation Development,Dependency on constant external motivation,Dependency on constant external motivation,Need constant motivation,High,Medium,Increasing,Medium,P2,Students study only under pressure,Behavioral Mentor,Parent-driven learning,Motivation Dependency,Motivational Intelligence,Inconsistent engagement,Intrinsic motivation,External validation dependence,Self-motivation coaching,Internal drive,MOTIVATION_DEVELOPMENT,12,22,1441
CONCERN_MOT_1442,Classroom Adaptation,Fear of asking doubts in class,Fear of asking doubts in class,Hesitant to ask questions,High,Medium,Increasing,Medium,P2,Students afraid of embarrassment,Behavioral Mentor,Teacher-centered learning,Participation Anxiety,Social Intelligence,Silent classroom behavior,Confidence expression,Fear of judgment,Safe participation support,Confidence building,CLASSROOM_ADAPTATION,12,22,1442
CONCERN_CLA_1443,Adaptability Guidance,Poor adaptation to changing academic expectations,adaptation to changing academic expectations,Adjusting to academic changes,High,Medium,Increasing,Medium,P2,Students struggling with syllabus transitions,Behavioral Mentor,Rapid curriculum changes,Adaptation Difficulty,Adaptive Intelligence,Resistance patterns,Flexibility assessment,Change discomfort,Adaptability mentoring,Cognitive flexibility,ADAPTABILITY_GUIDANCE,12,22,1443
CONCERN_ADA_1444,Learning Persistence,Low persistence in difficult subjects,persistence in difficult subjects,Staying committed to difficult subjects,Very High,High,Increasing,High,P1,Students giving up quickly in math/science,Behavioral Mentor,Fear of failure,Persistence Weakness,Behavioral Intelligence,Avoidance of complexity,Grit assessment,Low frustration tolerance,Incremental challenge coaching,Academic perseverance,LEARNING_PERSISTENCE,12,22,1444
CONCERN_LEA_1445,Student Psychology,Frequent comparison with peers,Frequent comparison with peers,Peer comparison,Very High,Very High,Increasing,Medium,P2,Rank and marks comparison culture,Behavioral Mentor,Social comparison ecosystem,Comparison Anxiety,Emotional Intelligence,Inferiority signals,Self-esteem stability,External validation dependency,Self-worth strengthening,Emotional confidence,STUDENT_PSYCHOLOGY,12,22,1445
CONCERN_STU_1446,Recovery Behavior,Inability to recover from poor academic performance,recover from poor academic performance,Recovering after low marks,High,High,Increasing,High,P1,Students emotionally collapsing after low marks,Behavioral Mentor,Marks-linked identity,Recovery Deficit,Resilience Intelligence,Withdrawal behavior,Recovery resilience,Failure intolerance,Recovery mentoring,Adaptive resilience,RECOVERY_BEHAVIOR,12,22,1446
CONCERN_REC_1447,Responsibility Development,Lack of ownership toward learning,ownership toward learning,Responsibility for learning,High,Medium,Increasing,Medium,P2,Students blaming teachers or parents for outcomes,Behavioral Mentor,Dependency mindset,Accountability Gap,Execution Intelligence,Excuse patterns,Ownership orientation,External blame conditioning,Responsibility coaching,Personal accountability,RESPONSIBILITY_DEVELOPMENT,12,22,1447
